id,tenant_id,asset_id,device_id,in_at,out_at,extra_attributes,created_at,updated_at
1972,56,1621,974,2021-04-05 19:51:28,2021-04-06 02:48:32,,2021-04-05 19:51:28,2021-04-06 02:48:32
1973,56,827,534,2021-04-05 19:51:48,2021-04-06 03:12:15,,2021-04-05 19:51:48,2021-04-06 03:12:15
1974,56,876,1153,2021-04-05 19:59:06,2021-04-06 03:11:38,,2021-04-05 19:59:06,2021-04-06 03:11:38
1975,56,874,640,2021-04-05 19:59:17,2021-04-06 03:12:05,,2021-04-05 19:59:17,2021-04-06 03:12:05
1976,56,1672,547,2021-04-05 20:00:30,2021-04-06 03:04:21,,2021-04-05 20:00:30,2021-04-06 03:04:21
1977,56,1881,612,2021-04-05 20:00:36,2021-04-06 03:04:11,,2021-04-05 20:00:36,2021-04-06 03:04:11
1978,56,803,1242,2021-04-05 20:03:04,2021-04-06 03:10:15,,2021-04-05 20:03:04,2021-04-06 03:10:15
1979,56,1762,1243,2021-04-05 20:04:35,2021-04-06 02:58:30,,2021-04-05 20:04:35,2021-04-06 02:58:30
1980,56,1910,1073,2021-04-05 20:07:05,2021-04-06 03:06:59,,2021-04-05 20:07:05,2021-04-06 03:06:59
1981,56,844,1317,2021-04-05 20:07:12,2021-04-06 03:11:26,,2021-04-05 20:07:12,2021-04-06 03:11:26
1982,56,828,637,2021-04-05 20:07:20,2021-04-06 03:11:16,,2021-04-05 20:07:20,2021-04-06 03:11:16
1983,56,1234,1137,2021-04-05 20:47:18,2021-04-06 02:50:19,,2021-04-05 20:47:18,2021-04-06 02:50:19
1984,56,1220,1071,2021-04-05 20:47:45,2021-04-07 03:03:39,,2021-04-05 20:47:45,2021-04-07 03:03:39
1985,56,1413,993,2021-04-05 21:01:34,2021-04-07 03:04:47,,2021-04-05 21:01:34,2021-04-07 03:04:47
1986,56,737,1032,2021-04-06 02:49:54,2021-04-06 13:45:35,,2021-04-06 02:49:54,2021-04-06 13:45:35
1987,56,1154,815,2021-04-06 02:54:57,2021-04-06 14:24:33,,2021-04-06 02:54:57,2021-04-06 14:24:33
1988,56,1024,687,2021-04-06 02:55:12,2021-04-06 14:40:28,,2021-04-06 02:55:12,2021-04-06 14:40:28
1989,56,1768,490,2021-04-06 02:55:24,2021-04-06 14:17:32,,2021-04-06 02:55:24,2021-04-06 14:17:32
1990,56,1109,869,2021-04-06 02:55:50,2021-04-06 14:40:37,,2021-04-06 02:55:50,2021-04-06 14:40:37
1991,56,1137,380,2021-04-06 02:55:58,2021-04-06 14:41:57,,2021-04-06 02:55:58,2021-04-06 14:41:57
1992,56,1021,858,2021-04-06 02:56:08,2021-04-06 14:24:26,,2021-04-06 02:56:08,2021-04-06 14:24:26
1993,56,1739,979,2021-04-06 02:58:11,2021-04-06 14:53:54,,2021-04-06 02:58:11,2021-04-06 14:53:54
1994,56,1850,570,2021-04-06 03:00:58,2021-04-06 14:55:38,,2021-04-06 03:00:58,2021-04-06 14:55:38
1995,56,1658,1386,2021-04-06 03:01:04,2021-04-06 14:56:01,,2021-04-06 03:01:04,2021-04-06 14:56:01
1996,56,1771,526,2021-04-06 03:01:09,2021-04-06 14:59:28,,2021-04-06 03:01:09,2021-04-06 14:59:28
1997,56,1736,1345,2021-04-06 03:01:18,2021-04-06 14:59:15,,2021-04-06 03:01:18,2021-04-06 14:59:15
1998,56,1885,974,2021-04-06 03:01:24,2021-04-06 14:53:29,,2021-04-06 03:01:24,2021-04-06 14:53:29
1999,56,1730,1248,2021-04-06 03:01:28,2021-04-08 03:15:48,,2021-04-06 03:01:28,2021-04-08 03:15:48
2000,56,742,1289,2021-04-06 03:01:33,2021-04-06 14:47:55,,2021-04-06 03:01:33,2021-04-06 14:47:55
2001,56,1790,578,2021-04-06 03:01:45,2021-04-09 03:10:59,,2021-04-06 03:01:45,2021-04-09 03:10:59
2002,56,802,1162,2021-04-06 03:03:01,2021-04-06 14:56:40,,2021-04-06 03:03:01,2021-04-06 14:56:40
2003,56,1752,1310,2021-04-06 03:03:11,2021-04-08 03:17:29,,2021-04-06 03:03:11,2021-04-08 03:17:29
2004,56,798,800,2021-04-06 03:03:31,2021-04-16 02:43:16,"{""checkOutKioskId"": """"}",2021-04-06 03:03:31,2021-04-16 02:43:17
2005,56,1764,1358,2021-04-06 03:04:36,2021-04-07 14:56:41,,2021-04-06 03:04:36,2021-04-07 14:56:41
2006,56,1473,940,2021-04-06 03:04:45,2021-04-06 14:42:56,,2021-04-06 03:04:45,2021-04-06 14:42:56
2007,56,701,850,2021-04-06 03:04:52,2021-04-06 15:03:05,,2021-04-06 03:04:52,2021-04-06 15:03:05
2008,56,1186,1009,2021-04-06 03:04:59,2021-04-06 14:36:11,,2021-04-06 03:04:59,2021-04-06 14:36:11
2009,56,1121,1253,2021-04-06 03:06:18,2021-04-07 15:00:04,,2021-04-06 03:06:18,2021-04-07 15:00:04
2010,56,1596,491,2021-04-06 03:09:17,2021-04-06 14:44:20,,2021-04-06 03:09:17,2021-04-06 14:44:20
2011,56,1782,698,2021-04-06 03:09:34,2021-04-06 14:25:55,,2021-04-06 03:09:34,2021-04-06 14:25:55
2012,56,1017,1091,2021-04-06 03:12:05,2021-04-06 14:32:17,,2021-04-06 03:12:05,2021-04-06 14:32:17
2013,56,880,1357,2021-04-06 03:13:43,2021-04-08 03:11:04,,2021-04-06 03:13:43,2021-04-08 03:11:04
2014,56,872,1178,2021-04-06 03:13:50,2021-04-06 15:07:03,,2021-04-06 03:13:50,2021-04-06 15:07:03
2015,56,878,1177,2021-04-06 03:14:09,2021-04-08 03:06:03,,2021-04-06 03:14:09,2021-04-08 03:06:03
2016,56,868,1260,2021-04-06 03:14:15,2021-04-09 03:14:50,,2021-04-06 03:14:15,2021-04-09 03:14:50
2017,56,898,1342,2021-04-06 03:14:24,2021-04-06 15:06:35,,2021-04-06 03:14:24,2021-04-06 15:06:35
2018,56,1625,1370,2021-04-06 03:14:35,2021-04-06 14:59:41,,2021-04-06 03:14:35,2021-04-06 14:59:41
2019,56,1923,1364,2021-04-06 03:14:41,2021-04-08 14:58:15,,2021-04-06 03:14:41,2021-04-08 14:58:15
2020,56,1825,1251,2021-04-06 03:14:50,2021-04-06 14:58:48,,2021-04-06 03:14:50,2021-04-06 14:58:48
2021,56,998,888,2021-04-06 03:15:12,2021-04-06 15:10:45,,2021-04-06 03:15:12,2021-04-06 15:10:45
2022,56,1945,661,2021-04-06 03:15:43,2021-04-06 13:59:18,,2021-04-06 03:15:43,2021-04-06 13:59:18
2023,56,986,750,2021-04-06 03:15:47,2021-04-07 14:37:26,,2021-04-06 03:15:47,2021-04-07 14:37:26
2024,56,1613,1160,2021-04-06 03:16:01,2021-04-07 14:52:50,,2021-04-06 03:16:01,2021-04-07 14:52:50
2025,56,1363,403,2021-04-06 03:16:05,2021-04-07 14:29:38,,2021-04-06 03:16:05,2021-04-07 14:29:38
2026,56,1009,752,2021-04-06 03:16:10,2021-04-06 14:30:03,,2021-04-06 03:16:10,2021-04-06 14:30:03
2027,56,1129,434,2021-04-06 03:16:15,2021-04-06 14:24:29,,2021-04-06 03:16:15,2021-04-06 14:24:29
2028,56,703,846,2021-04-06 03:16:48,2021-04-06 14:03:18,,2021-04-06 03:16:48,2021-04-06 14:03:18
2029,56,1721,459,2021-04-06 03:16:57,2021-04-06 13:57:05,,2021-04-06 03:16:57,2021-04-06 13:57:05
2030,56,936,679,2021-04-06 03:17:16,2021-04-06 14:35:59,,2021-04-06 03:17:16,2021-04-06 14:35:59
2031,56,1968,956,2021-04-06 03:17:29,2021-04-06 14:38:21,,2021-04-06 03:17:29,2021-04-06 14:38:21
2032,56,1007,946,2021-04-06 03:17:37,2021-04-06 14:32:03,,2021-04-06 03:17:37,2021-04-06 14:32:03
2033,56,993,484,2021-04-06 03:17:44,2021-04-10 14:15:28,,2021-04-06 03:17:44,2021-04-10 14:15:28
2034,56,991,852,2021-04-06 03:17:51,2021-04-07 02:03:11,,2021-04-06 03:17:51,2021-04-07 02:03:11
2035,56,1959,1033,2021-04-06 03:17:55,2021-04-06 14:42:00,,2021-04-06 03:17:55,2021-04-06 14:42:00
2036,56,1839,413,2021-04-06 03:18:04,2021-04-06 14:42:08,,2021-04-06 03:18:04,2021-04-06 14:42:08
2037,56,1728,1301,2021-04-06 03:18:14,2021-04-08 15:02:45,,2021-04-06 03:18:14,2021-04-08 15:02:45
2038,56,1131,688,2021-04-06 03:18:16,2021-04-06 14:24:20,,2021-04-06 03:18:16,2021-04-06 14:24:20
2039,56,1150,399,2021-04-06 03:18:22,2021-04-06 14:42:12,,2021-04-06 03:18:22,2021-04-06 14:42:12
2040,56,756,1311,2021-04-06 03:18:23,2021-04-09 03:16:22,,2021-04-06 03:18:23,2021-04-09 03:16:22
2041,56,1433,1021,2021-04-06 03:18:29,2021-04-08 14:04:42,,2021-04-06 03:18:29,2021-04-08 14:04:42
2042,56,1084,1057,2021-04-06 03:18:33,2021-04-07 02:53:20,,2021-04-06 03:18:33,2021-04-07 02:53:20
2043,56,1200,707,2021-04-06 03:18:39,2021-04-06 14:35:33,,2021-04-06 03:18:39,2021-04-06 14:35:33
2044,56,1471,939,2021-04-06 03:18:45,2021-04-06 14:12:56,,2021-04-06 03:18:45,2021-04-06 14:12:56
2045,56,836,505,2021-04-06 03:18:46,2021-04-06 15:11:27,,2021-04-06 03:18:46,2021-04-06 15:11:27
2046,56,1635,1232,2021-04-06 03:18:59,2021-04-06 14:34:20,,2021-04-06 03:18:59,2021-04-06 14:34:20
2047,56,1807,379,2021-04-06 03:19:03,2021-04-06 13:50:48,,2021-04-06 03:19:03,2021-04-06 13:50:48
2048,56,1641,1280,2021-04-06 03:19:09,2021-04-06 14:33:05,,2021-04-06 03:19:09,2021-04-06 14:33:05
2049,56,1816,715,2021-04-06 03:19:14,2021-04-06 13:50:58,,2021-04-06 03:19:14,2021-04-06 13:50:58
2050,56,1364,896,2021-04-06 03:19:21,2021-04-06 14:48:59,,2021-04-06 03:19:21,2021-04-06 14:48:59
2051,56,1578,1243,2021-04-06 03:19:23,2021-04-06 14:31:20,,2021-04-06 03:19:23,2021-04-06 14:31:20
2052,56,1106,775,2021-04-06 03:19:26,2021-04-06 14:49:02,,2021-04-06 03:19:26,2021-04-06 14:49:02
2053,56,1862,984,2021-04-06 03:19:30,2021-04-07 03:08:49,,2021-04-06 03:19:30,2021-04-07 03:08:49
2054,56,1570,746,2021-04-06 03:19:39,2021-04-06 14:28:44,,2021-04-06 03:19:39,2021-04-06 14:28:44
2055,56,807,1037,2021-04-06 03:19:46,2021-04-06 14:51:14,,2021-04-06 03:19:46,2021-04-06 14:51:14
2056,56,862,478,2021-04-06 03:19:53,2021-04-06 14:27:37,,2021-04-06 03:19:53,2021-04-06 14:27:37
2057,56,1095,1043,2021-04-06 03:20:10,2021-04-06 14:51:20,,2021-04-06 03:20:10,2021-04-06 14:51:20
2058,56,1366,489,2021-04-06 03:20:27,2021-04-06 14:44:53,,2021-04-06 03:20:27,2021-04-06 14:44:53
2059,56,1759,542,2021-04-06 03:20:38,2021-04-06 14:31:17,,2021-04-06 03:20:38,2021-04-06 14:31:17
2060,56,1534,816,2021-04-06 03:20:39,2021-04-06 07:43:55,,2021-04-06 03:20:39,2021-04-06 07:43:55
2061,56,1763,1375,2021-04-06 03:20:45,2021-04-06 14:36:39,,2021-04-06 03:20:45,2021-04-06 14:36:39
2062,56,960,439,2021-04-06 03:20:46,2021-04-06 07:44:40,,2021-04-06 03:20:46,2021-04-06 07:44:40
2063,56,1852,1228,2021-04-06 03:20:54,2021-04-06 14:31:19,,2021-04-06 03:20:54,2021-04-06 14:31:19
2064,56,1483,1089,2021-04-06 03:20:58,2021-04-06 14:02:18,,2021-04-06 03:20:58,2021-04-06 14:02:18
2065,56,1733,819,2021-04-06 03:21:03,2021-04-06 15:12:13,,2021-04-06 03:21:03,2021-04-06 15:12:13
2066,56,1526,952,2021-04-06 03:21:14,2021-04-06 03:24:10,,2021-04-06 03:21:14,2021-04-06 03:24:10
2067,56,1708,587,2021-04-06 03:21:19,2021-04-06 14:36:18,,2021-04-06 03:21:19,2021-04-06 14:36:18
2068,56,1679,522,2021-04-06 03:21:27,2021-04-06 14:59:56,,2021-04-06 03:21:27,2021-04-06 14:59:56
2069,56,841,1221,2021-04-06 03:21:36,2021-04-06 14:55:00,,2021-04-06 03:21:36,2021-04-06 14:55:00
2070,56,1858,573,2021-04-06 03:21:46,2021-04-09 14:36:52,,2021-04-06 03:21:46,2021-04-09 14:36:52
2071,56,1909,463,2021-04-06 03:21:57,2021-04-06 13:59:04,,2021-04-06 03:21:57,2021-04-06 13:59:04
2072,56,1884,1291,2021-04-06 03:22:11,2021-04-06 14:36:24,,2021-04-06 03:22:11,2021-04-06 14:36:24
2073,56,1019,1012,2021-04-06 03:22:20,2021-04-06 14:39:43,,2021-04-06 03:22:20,2021-04-06 14:39:43
2074,56,1037,553,2021-04-06 03:22:26,2021-04-07 14:54:45,,2021-04-06 03:22:26,2021-04-07 14:54:45
2075,56,894,658,2021-04-06 03:22:27,2021-04-06 14:43:03,,2021-04-06 03:22:27,2021-04-06 14:43:03
2076,56,1362,1336,2021-04-06 03:22:34,2021-04-07 02:52:16,,2021-04-06 03:22:34,2021-04-07 02:52:16
2077,56,887,563,2021-04-06 03:22:38,2021-04-09 03:13:22,,2021-04-06 03:22:38,2021-04-09 03:13:22
2078,56,895,1034,2021-04-06 03:22:40,2021-04-07 14:13:45,,2021-04-06 03:22:40,2021-04-07 14:13:45
2079,56,952,851,2021-04-06 03:22:55,2021-04-06 14:24:24,,2021-04-06 03:22:55,2021-04-06 14:24:24
2080,56,859,460,2021-04-06 03:23:04,2021-04-06 14:23:53,,2021-04-06 03:23:04,2021-04-06 14:23:53
2081,56,843,536,2021-04-06 03:23:06,2021-04-07 15:07:34,,2021-04-06 03:23:06,2021-04-07 15:07:34
2082,56,778,452,2021-04-06 03:23:18,2021-04-06 14:35:47,,2021-04-06 03:23:18,2021-04-06 14:35:47
2083,56,1666,1230,2021-04-06 03:23:25,2021-04-06 15:05:43,,2021-04-06 03:23:25,2021-04-06 15:05:43
2084,56,1869,966,2021-04-06 03:23:33,2021-04-06 14:19:20,,2021-04-06 03:23:33,2021-04-06 14:19:20
2085,56,1680,551,2021-04-06 03:23:39,2021-04-07 03:16:08,,2021-04-06 03:23:39,2021-04-07 03:16:08
2086,56,1185,411,2021-04-06 03:23:39,2021-04-06 14:27:18,,2021-04-06 03:23:39,2021-04-06 14:27:18
2087,56,1921,521,2021-04-06 03:23:47,2021-04-08 14:57:57,,2021-04-06 03:23:47,2021-04-08 14:57:57
2088,56,755,597,2021-04-06 03:23:53,2021-04-06 14:58:39,,2021-04-06 03:23:53,2021-04-06 14:58:39
2089,56,1173,1092,2021-04-06 03:23:54,2021-04-06 14:27:16,,2021-04-06 03:23:54,2021-04-06 14:27:16
2090,56,1913,877,2021-04-06 03:24:06,2021-04-06 14:27:00,,2021-04-06 03:24:06,2021-04-06 14:27:00
2091,56,1912,949,2021-04-06 03:24:12,2021-04-06 14:26:47,,2021-04-06 03:24:12,2021-04-06 14:26:47
2092,56,1770,1168,2021-04-06 03:24:12,2021-04-09 03:02:46,,2021-04-06 03:24:12,2021-04-09 03:02:46
2093,56,1681,1253,2021-04-06 03:24:18,2021-04-09 03:16:08,,2021-04-06 03:24:18,2021-04-09 03:16:08
2094,56,1029,1388,2021-04-06 03:24:25,2021-04-08 03:02:06,,2021-04-06 03:24:25,2021-04-08 03:02:06
2095,56,771,1058,2021-04-06 03:24:38,2021-04-06 14:55:32,,2021-04-06 03:24:38,2021-04-06 14:55:32
2096,56,1725,950,2021-04-06 03:24:38,2021-04-06 14:26:53,,2021-04-06 03:24:38,2021-04-06 14:26:53
2097,56,842,1312,2021-04-06 03:24:44,2021-04-08 15:13:37,,2021-04-06 03:24:44,2021-04-08 15:13:37
2098,56,1198,953,2021-04-06 03:24:44,2021-04-06 14:55:53,,2021-04-06 03:24:44,2021-04-06 14:55:53
2099,56,1861,619,2021-04-06 03:24:51,2021-04-09 03:06:07,,2021-04-06 03:24:51,2021-04-09 03:06:07
2100,56,1526,890,2021-04-06 03:24:51,2021-04-06 11:27:58,,2021-04-06 03:24:51,2021-04-06 11:27:58
2101,56,1828,887,2021-04-06 03:24:59,2021-04-06 13:58:32,,2021-04-06 03:24:59,2021-04-06 13:58:32
2102,56,1960,494,2021-04-06 03:25:06,2021-04-06 14:18:35,,2021-04-06 03:25:06,2021-04-06 14:18:35
2103,56,808,488,2021-04-06 03:25:23,2021-04-06 14:27:46,,2021-04-06 03:25:23,2021-04-06 14:27:46
2104,56,838,1155,2021-04-06 03:25:23,2021-04-08 03:12:44,,2021-04-06 03:25:23,2021-04-08 03:12:44
2105,56,867,1325,2021-04-06 03:25:30,2021-04-08 03:02:47,,2021-04-06 03:25:30,2021-04-08 03:02:47
2106,56,1769,822,2021-04-06 03:25:38,2021-04-08 15:10:49,,2021-04-06 03:25:38,2021-04-08 15:10:49
2107,56,1630,889,2021-04-06 03:25:48,2021-04-06 14:27:41,,2021-04-06 03:25:48,2021-04-06 14:27:41
2108,56,1656,952,2021-04-06 03:25:53,2021-04-06 14:17:34,,2021-04-06 03:25:53,2021-04-06 14:17:34
2109,56,1684,477,2021-04-06 03:25:59,2021-04-07 14:48:35,,2021-04-06 03:25:59,2021-04-07 14:48:35
2110,56,1434,893,2021-04-06 03:26:16,2021-04-06 14:34:07,,2021-04-06 03:26:16,2021-04-06 14:34:07
2111,56,1665,1149,2021-04-06 03:26:20,2021-04-09 03:01:22,,2021-04-06 03:26:20,2021-04-09 03:01:22
2112,56,1453,448,2021-04-06 03:26:23,2021-04-06 14:34:15,,2021-04-06 03:26:23,2021-04-06 14:34:15
2113,56,1589,1247,2021-04-06 03:26:38,2021-04-06 14:39:24,,2021-04-06 03:26:38,2021-04-06 14:39:24
2114,56,791,1220,2021-04-06 03:26:44,2021-04-06 14:57:52,,2021-04-06 03:26:44,2021-04-06 14:57:52
2115,56,1817,1006,2021-04-06 03:26:49,2021-04-06 14:59:00,,2021-04-06 03:26:49,2021-04-06 14:59:00
2116,56,1016,1044,2021-04-06 03:26:55,2021-04-06 14:41:51,,2021-04-06 03:26:55,2021-04-06 14:41:51
2117,56,1746,418,2021-04-06 03:27:02,2021-04-06 14:19:35,,2021-04-06 03:27:02,2021-04-06 14:19:35
2118,56,814,1036,2021-04-06 03:27:14,2021-04-06 14:12:02,,2021-04-06 03:27:14,2021-04-06 14:12:02
2119,56,1446,1340,2021-04-06 03:27:15,2021-04-07 03:14:04,,2021-04-06 03:27:15,2021-04-07 03:14:04
2120,56,885,954,2021-04-06 03:27:23,2021-04-06 14:12:49,,2021-04-06 03:27:23,2021-04-06 14:12:49
2121,56,883,962,2021-04-06 03:27:34,2021-04-06 14:12:45,,2021-04-06 03:27:34,2021-04-06 14:12:45
2122,56,1766,464,2021-04-06 03:27:44,2021-04-06 14:23:50,,2021-04-06 03:27:44,2021-04-06 14:23:50
2123,56,823,410,2021-04-06 03:27:51,2021-04-06 14:12:27,,2021-04-06 03:27:51,2021-04-06 14:12:27
2124,56,1027,480,2021-04-06 03:28:09,2021-04-06 14:12:40,,2021-04-06 03:28:09,2021-04-06 14:12:40
2125,56,863,1040,2021-04-06 03:28:17,2021-04-06 14:11:41,,2021-04-06 03:28:17,2021-04-06 14:11:41
2126,56,1794,498,2021-04-06 03:28:28,2021-04-06 14:08:27,,2021-04-06 03:28:28,2021-04-06 14:08:27
2127,56,1650,1259,2021-04-06 03:28:36,2021-04-07 14:58:54,,2021-04-06 03:28:36,2021-04-07 14:58:54
2128,56,1905,894,2021-04-06 03:28:39,2021-04-06 14:43:54,,2021-04-06 03:28:39,2021-04-06 14:43:54
2129,56,1775,807,2021-04-06 03:28:45,2021-04-08 14:59:16,,2021-04-06 03:28:45,2021-04-08 14:59:16
2130,56,879,1028,2021-04-06 03:28:50,2021-04-06 14:10:53,,2021-04-06 03:28:50,2021-04-06 14:10:53
2131,56,774,1344,2021-04-06 03:28:52,2021-04-07 14:54:31,,2021-04-06 03:28:52,2021-04-07 14:54:31
2132,56,1020,998,2021-04-06 03:28:59,2021-04-06 14:12:11,,2021-04-06 03:28:59,2021-04-06 14:12:11
2133,56,840,1263,2021-04-06 03:29:05,2021-04-06 14:55:13,,2021-04-06 03:29:05,2021-04-06 14:55:13
2134,56,853,957,2021-04-06 03:29:06,2021-04-06 14:10:50,,2021-04-06 03:29:06,2021-04-06 14:10:50
2135,56,1707,1347,2021-04-06 03:29:10,2021-04-07 15:12:20,,2021-04-06 03:29:10,2021-04-07 15:12:20
2136,56,1086,444,2021-04-06 03:29:12,2021-04-06 14:36:16,,2021-04-06 03:29:12,2021-04-06 14:36:16
2137,56,1196,1017,2021-04-06 03:29:18,2021-04-06 14:30:44,,2021-04-06 03:29:18,2021-04-06 14:30:44
2138,56,1075,473,2021-04-06 03:29:22,2021-04-07 02:41:29,,2021-04-06 03:29:22,2021-04-07 02:41:29
2139,56,1798,419,2021-04-06 03:29:31,2021-04-06 14:19:41,,2021-04-06 03:29:31,2021-04-06 14:19:41
2140,56,1015,1025,2021-04-06 03:29:46,2021-04-06 14:19:33,,2021-04-06 03:29:46,2021-04-06 14:19:33
2141,56,830,1352,2021-04-06 03:29:51,2021-04-06 14:54:17,,2021-04-06 03:29:51,2021-04-06 14:54:17
2142,56,1191,424,2021-04-06 03:29:58,2021-04-06 14:44:26,,2021-04-06 03:29:58,2021-04-06 14:44:26
2143,56,907,844,2021-04-06 03:30:06,2021-04-06 14:11:17,,2021-04-06 03:30:06,2021-04-06 14:11:17
2144,56,903,641,2021-04-06 03:30:10,2021-04-08 15:06:40,,2021-04-06 03:30:10,2021-04-08 15:06:40
2145,56,870,589,2021-04-06 03:30:16,2021-04-08 15:06:01,,2021-04-06 03:30:16,2021-04-08 15:06:01
2146,56,764,992,2021-04-06 03:30:26,2021-04-08 03:07:00,,2021-04-06 03:30:26,2021-04-08 03:07:00
2147,56,815,485,2021-04-06 03:30:27,2021-04-06 14:12:25,,2021-04-06 03:30:27,2021-04-06 14:12:25
2148,56,1829,881,2021-04-06 03:30:31,2021-04-06 14:26:57,,2021-04-06 03:30:31,2021-04-06 14:26:57
2149,56,795,971,2021-04-06 03:30:35,2021-04-07 15:29:39,,2021-04-06 03:30:35,2021-04-07 15:29:39
2150,56,1744,409,2021-04-06 03:30:42,2021-04-06 14:19:50,,2021-04-06 03:30:42,2021-04-06 14:19:50
2151,56,847,1147,2021-04-06 03:30:43,2021-04-06 15:04:15,,2021-04-06 03:30:43,2021-04-06 15:04:15
2152,56,1172,1046,2021-04-06 03:30:48,2021-04-08 02:43:48,,2021-04-06 03:30:48,2021-04-08 02:43:48
2153,56,893,1204,2021-04-06 03:30:54,2021-04-09 02:49:35,,2021-04-06 03:30:54,2021-04-09 02:49:35
2154,56,865,1039,2021-04-06 03:30:56,2021-04-06 14:10:58,,2021-04-06 03:30:56,2021-04-06 14:10:58
2155,56,869,425,2021-04-06 03:31:03,2021-04-06 14:10:41,,2021-04-06 03:31:03,2021-04-06 14:10:41
2156,56,1107,1188,2021-04-06 03:31:06,2021-04-08 03:14:51,,2021-04-06 03:31:06,2021-04-08 03:14:51
2157,56,1190,806,2021-04-06 03:31:13,2021-04-06 14:29:58,,2021-04-06 03:31:13,2021-04-06 14:29:58
2158,56,889,810,2021-04-06 03:31:16,2021-04-08 15:06:57,,2021-04-06 03:31:16,2021-04-08 15:06:57
2159,56,1835,1013,2021-04-06 03:31:22,2021-04-06 14:29:54,,2021-04-06 03:31:22,2021-04-06 14:29:54
2160,56,839,996,2021-04-06 03:31:26,2021-04-08 03:10:51,,2021-04-06 03:31:26,2021-04-08 03:10:51
2161,56,824,588,2021-04-06 03:31:35,2021-04-08 15:06:37,,2021-04-06 03:31:35,2021-04-08 15:06:37
2162,56,804,1331,2021-04-06 03:31:43,2021-04-08 15:15:20,,2021-04-06 03:31:43,2021-04-08 15:15:20
2163,56,1127,401,2021-04-06 03:31:52,2021-04-06 14:39:50,,2021-04-06 03:31:52,2021-04-06 14:39:50
2164,56,1088,1313,2021-04-06 03:31:55,2021-04-08 15:12:30,,2021-04-06 03:31:55,2021-04-08 15:12:30
2165,56,857,506,2021-04-06 03:32:03,2021-04-06 15:11:24,,2021-04-06 03:32:03,2021-04-06 15:11:24
2166,56,1011,407,2021-04-06 03:32:06,2021-04-06 14:42:43,,2021-04-06 03:32:06,2021-04-06 14:42:43
2167,56,856,611,2021-04-06 03:32:13,2021-04-08 14:37:58,,2021-04-06 03:32:13,2021-04-08 14:37:58
2168,56,1177,1014,2021-04-06 03:32:13,2021-04-06 14:42:34,,2021-04-06 03:32:13,2021-04-06 14:42:34
2169,56,821,1223,2021-04-06 03:32:19,2021-04-06 15:01:18,,2021-04-06 03:32:19,2021-04-06 15:01:18
2170,56,943,486,2021-04-06 03:32:20,2021-04-06 14:42:38,,2021-04-06 03:32:20,2021-04-06 14:42:38
2171,56,1179,427,2021-04-06 03:32:28,2021-04-06 14:51:00,,2021-04-06 03:32:28,2021-04-06 14:51:00
2172,56,1750,465,2021-04-06 03:32:38,2021-04-06 14:50:55,,2021-04-06 03:32:38,2021-04-06 14:50:55
2173,56,1180,422,2021-04-06 03:32:46,2021-04-06 14:50:58,,2021-04-06 03:32:46,2021-04-06 14:50:58
2174,56,1646,1054,2021-04-06 03:32:53,2021-04-06 15:02:56,,2021-04-06 03:32:53,2021-04-06 15:02:56
2175,56,1667,539,2021-04-06 03:33:06,2021-04-06 14:39:00,,2021-04-06 03:33:06,2021-04-06 14:39:00
2176,56,1743,1038,2021-04-06 03:33:09,2021-04-06 14:19:16,,2021-04-06 03:33:09,2021-04-06 14:19:16
2177,56,702,1005,2021-04-06 03:33:21,2021-04-06 14:29:17,,2021-04-06 03:33:21,2021-04-06 14:29:17
2178,56,1685,1041,2021-04-06 03:33:31,2021-04-06 14:39:52,,2021-04-06 03:33:31,2021-04-06 14:39:52
2179,56,809,1333,2021-04-06 03:33:40,2021-04-08 15:00:55,,2021-04-06 03:33:40,2021-04-08 15:00:55
2180,56,779,1029,2021-04-06 03:33:51,2021-04-06 14:19:27,,2021-04-06 03:33:51,2021-04-06 14:19:27
2181,56,1457,817,2021-04-06 03:33:59,2021-04-06 14:42:28,,2021-04-06 03:33:59,2021-04-06 14:42:28
2182,56,946,824,2021-04-06 03:34:09,2021-04-06 13:59:57,,2021-04-06 03:34:09,2021-04-06 13:59:57
2183,56,1643,1206,2021-04-06 03:34:10,2021-04-07 03:08:13,,2021-04-06 03:34:10,2021-04-07 03:08:13
2184,56,786,508,2021-04-06 03:34:18,2021-04-08 15:06:25,,2021-04-06 03:34:18,2021-04-08 15:06:25
2185,56,910,1363,2021-04-06 03:34:24,2021-04-06 15:11:37,,2021-04-06 03:34:24,2021-04-06 15:11:37
2186,56,866,1298,2021-04-06 03:34:31,2021-04-06 14:58:20,,2021-04-06 03:34:31,2021-04-06 14:58:20
2187,56,882,830,2021-04-06 03:34:37,2021-04-06 14:53:06,,2021-04-06 03:34:37,2021-04-06 14:53:06
2188,56,1592,398,2021-04-06 03:34:42,2021-04-06 14:27:57,,2021-04-06 03:34:42,2021-04-06 14:27:57
2189,56,829,1072,2021-04-06 03:34:44,2021-04-06 14:53:00,,2021-04-06 03:34:44,2021-04-06 14:53:00
2190,56,890,821,2021-04-06 03:34:54,2021-04-06 14:58:43,,2021-04-06 03:34:54,2021-04-06 14:58:43
2191,56,902,1226,2021-04-06 03:34:59,2021-04-07 15:04:33,,2021-04-06 03:34:59,2021-04-07 15:04:33
2192,56,1072,833,2021-04-06 03:35:27,2021-04-06 14:57:03,,2021-04-06 03:35:27,2021-04-06 14:57:03
